minute_bucket,total_events,fraud_count,suspicious_count,safe_count,avg_risk_score,max_risk_score,avg_volume_spike,total_volume,fraud_rate_pct,hour_of_day,day_of_week
2026-08-28 23:19:00,10,2,5,3,0.2078,0.8092,9.42,592377.48,20.0,23,5
2026-08-28 23:09:00,8,2,3,3,0.1064,0.9409,12.04,627469.07,25.0,23,5
2026-08-28 22:59:00,18,2,1,15,0.1293,0.9032,6.35,839303.0,11.11,22,5
2026-08-28 22:49:00,8,2,1,5,0.1377,0.9601,4.12,680234.28,25.0,22,5
2026-08-28 22:39:00,10,1,4,5,0.2037,0.8223,9.81,319485.24,10.0,22,5
2026-08-28 22:29:00,8,2,4,2,0.1722,0.9491,1.09,226126.31,25.0,22,5
2026-08-28 22:19:00,15,2,2,11,0.1494,0.7633,4.87,742080.19,13.33,22,5
2026-08-28 22:09:00,16,1,1,14,0.1355,0.9768,1.4,649764.6,6.25,22,5
2026-08-28 21:59:00,8,1,3,4,0.1844,0.9626,3.33,475034.2,12.5,21,5
2026-08-28 21:49:00,11,2,4,5,0.1144,0.8054,1.12,816812.24,18.18,21,5
2026-08-28 21:39:00,15,1,1,13,0.1842,0.8776,6.37,409625.79,6.67,21,5
2026-08-28 21:29:00,5,1,4,0,0.1082,0.9631,10.3,329650.89,20.0,21,5
2026-08-28 21:19:00,13,2,1,10,0.2161,0.9667,11.59,315730.44,15.38,21,5
2026-08-28 21:09:00,17,0,1,16,0.1096,0.7716,2.21,107043.63,0.0,21,5
2026-08-28 20:59:00,54,2,1,51,0.0986,0.9485,7.59,669533.76,3.7,20,5
2026-08-28 20:49:00,16,2,4,10,0.2035,0.9032,6.91,620199.76,12.5,20,5
2026-08-28 20:39:00,32,4,4,24,0.1455,0.7907,10.12,258563.03,12.5,20,5
2026-08-28 20:29:00,31,4,1,26,0.1145,0.9521,4.66,598839.9,12.9,20,5
2026-08-28 20:19:00,49,5,5,39,0.1871,0.8238,3.33,601121.16,10.2,20,5
2026-08-28 20:09:00,41,2,5,34,0.1213,0.8865,4.19,493428.47,4.88,20,5
2026-08-28 19:59:00,39,3,3,33,0.1673,0.7824,8.91,589800.29,7.69,19,5
2026-08-28 19:49:00,37,5,4,28,0.0904,0.8572,5.59,119369.19,13.51,19,5
2026-08-28 19:39:00,23,7,2,14,0.184,0.8069,10.51,486638.63,30.43,19,5
2026-08-28 19:29:00,16,4,4,8,0.1462,0.8698,8.05,792376.49,25.0,19,5
2026-08-28 19:19:00,34,7,5,22,0.1643,0.927,1.64,462549.95,20.59,19,5
2026-08-28 19:09:00,41,5,3,33,0.209,0.8684,6.28,819759.99,12.2,19,5
2026-08-28 18:59:00,33,5,3,25,0.1104,0.7728,0.81,395556.53,15.15,18,5
2026-08-28 18:49:00,29,3,4,22,0.1827,0.7577,7.47,173426.5,10.34,18,5
2026-08-28 18:39:00,52,2,5,45,0.1677,0.8283,8.31,379806.88,3.85,18,5
2026-08-28 18:29:00,26,3,4,19,0.1123,0.9674,6.65,654874.52,11.54,18,5
2026-08-28 18:19:00,48,4,2,42,0.1114,0.8189,3.73,260297.07,8.33,18,5
2026-08-28 18:09:00,40,7,3,30,0.2191,0.9877,6.96,561221.77,17.5,18,5
2026-08-28 17:59:00,49,6,3,40,0.1085,0.8769,10.54,292561.66,12.24,17,5
2026-08-28 17:49:00,52,7,3,42,0.218,0.9864,11.4,688758.68,13.46,17,5
2026-08-28 17:39:00,25,7,1,17,0.1566,0.8846,6.71,559336.22,28.0,17,5
2026-08-28 17:29:00,31,3,3,25,0.1849,0.8301,4.67,151780.77,9.68,17,5
2026-08-28 17:19:00,22,4,3,15,0.1425,0.8047,9.68,493184.9,18.18,17,5
2026-08-28 17:09:00,22,7,1,14,0.1243,0.7925,8.47,270024.83,31.82,17,5
2026-08-28 16:59:00,17,6,1,10,0.1614,0.7552,10.73,174317.7,35.29,16,5
2026-08-28 16:49:00,35,2,4,29,0.1423,0.8563,1.64,692201.8,5.71,16,5
2026-08-28 16:39:00,50,5,1,44,0.105,0.9669,7.23,170031.66,10.0,16,5
2026-08-28 16:29:00,50,2,2,46,0.1724,0.924,7.81,812518.7,4.0,16,5
2026-08-28 16:19:00,34,7,3,24,0.1468,0.8363,3.43,86770.6,20.59,16,5
2026-08-28 16:09:00,19,3,2,14,0.1796,0.7544,5.94,565207.52,15.79,16,5
2026-08-28 15:59:00,39,3,4,32,0.1935,0.9208,2.0,430017.96,7.69,15,5
2026-08-28 15:49:00,39,6,4,29,0.1144,0.7602,3.42,413915.52,15.38,15,5
2026-08-28 15:39:00,31,2,1,28,0.1954,0.9722,3.16,793658.33,6.45,15,5
2026-08-28 15:29:00,36,3,1,32,0.2095,0.9785,0.94,660415.44,8.33,15,5
2026-08-28 15:19:00,53,6,1,46,0.2159,0.8821,1.71,729831.36,11.32,15,5
2026-08-28 15:09:00,17,7,4,6,0.1661,0.8501,7.49,172863.82,41.18,15,5
2026-08-28 14:59:00,44,5,4,35,0.1822,0.9538,6.33,457864.29,11.36,14,5
2026-08-28 14:49:00,36,2,2,32,0.2157,0.9259,5.12,189845.91,5.56,14,5
2026-08-28 14:39:00,23,4,4,15,0.212,0.9262,3.32,737648.91,17.39,14,5
2026-08-28 14:29:00,41,4,2,35,0.1992,0.808,8.04,791336.39,9.76,14,5
2026-08-28 14:19:00,25,2,1,22,0.2182,0.7861,1.83,589356.15,8.0,14,5
2026-08-28 14:09:00,49,6,2,41,0.09,0.8641,9.62,278097.92,12.24,14,5
2026-08-28 13:59:00,28,5,1,22,0.1528,0.9523,6.02,812380.13,17.86,13,5
2026-08-28 13:49:00,25,7,4,14,0.0962,0.9624,6.52,163311.17,28.0,13,5
2026-08-28 13:39:00,21,3,1,17,0.0866,0.8188,2.44,402861.94,14.29,13,5
2026-08-28 13:29:00,42,6,3,33,0.1531,0.8171,1.17,541508.89,14.29,13,5
2026-08-28 13:19:00,29,3,2,24,0.0952,0.7533,3.71,415237.86,10.34,13,5
2026-08-28 13:09:00,27,5,2,20,0.1934,0.8407,7.01,524812.47,18.52,13,5
2026-08-28 12:59:00,15,2,4,9,0.1283,0.8511,1.97,676256.45,13.33,12,5
2026-08-28 12:49:00,48,5,5,38,0.0831,0.8943,9.74,277846.07,10.42,12,5
2026-08-28 12:39:00,46,6,3,37,0.2101,0.9854,1.3,405950.21,13.04,12,5
2026-08-28 12:29:00,53,5,3,45,0.1005,0.8307,12.36,62984.37,9.43,12,5
2026-08-28 12:19:00,33,2,1,30,0.1253,0.8652,12.24,429901.47,6.06,12,5
2026-08-28 12:09:00,15,7,1,7,0.0872,0.9769,3.91,453251.13,46.67,12,5
2026-08-28 11:59:00,18,2,3,13,0.2102,0.8706,12.16,257068.51,11.11,11,5
2026-08-28 11:49:00,50,4,3,43,0.2003,0.8576,4.07,734380.29,8.0,11,5
2026-08-28 11:39:00,30,7,2,21,0.2167,0.7948,4.33,74855.68,23.33,11,5
2026-08-28 11:29:00,31,5,2,24,0.108,0.9132,2.92,589850.2,16.13,11,5
2026-08-28 11:19:00,25,4,3,18,0.1288,0.922,6.26,339039.12,16.0,11,5
2026-08-28 11:09:00,19,4,5,10,0.1601,0.8013,11.33,324120.24,21.05,11,5
2026-08-28 10:59:00,16,6,3,7,0.0974,0.8072,9.54,154601.45,37.5,10,5
2026-08-28 10:49:00,26,4,5,17,0.2112,0.8956,9.11,620869.29,15.38,10,5
2026-08-28 10:39:00,54,6,3,45,0.1028,0.8746,7.04,192329.99,11.11,10,5
2026-08-28 10:29:00,32,4,4,24,0.082,0.9726,3.9,81648.17,12.5,10,5
2026-08-28 10:19:00,19,7,4,8,0.1183,0.7579,4.07,204353.39,36.84,10,5
2026-08-28 10:09:00,51,3,2,46,0.1339,0.8314,4.64,121785.02,5.88,10,5
2026-08-28 09:59:00,16,5,2,9,0.1859,0.9878,11.66,453375.48,31.25,9,5
2026-08-28 09:49:00,46,3,3,40,0.124,0.9357,9.75,725417.89,6.52,9,5
2026-08-28 09:39:00,50,4,1,45,0.1874,0.9435,4.41,793393.8,8.0,9,5
2026-08-28 09:29:00,34,4,1,29,0.2192,0.9348,1.89,574983.72,11.76,9,5
2026-08-28 09:19:00,16,2,4,10,0.1919,0.8946,10.83,128306.62,12.5,9,5
2026-08-28 09:09:00,45,6,2,37,0.138,0.7602,6.04,262170.76,13.33,9,5
2026-08-28 08:59:00,30,7,5,18,0.2031,0.8149,11.26,390776.77,23.33,8,5
2026-08-28 08:49:00,45,4,2,39,0.1504,0.8503,3.81,452143.46,8.89,8,5
2026-08-28 08:39:00,21,2,4,15,0.1592,0.8492,10.44,255377.41,9.52,8,5
2026-08-28 08:29:00,41,4,5,32,0.1899,0.9822,10.61,163683.14,9.76,8,5
2026-08-28 08:19:00,36,7,3,26,0.1946,0.8902,3.88,793679.18,19.44,8,5
2026-08-28 08:09:00,52,3,1,48,0.1589,0.923,1.49,528284.83,5.77,8,5
2026-08-28 07:59:00,17,0,1,16,0.1517,0.8121,8.56,144941.89,0.0,7,5
2026-08-28 07:49:00,10,0,5,5,0.2053,0.7946,4.58,520107.98,0.0,7,5
2026-08-28 07:39:00,15,1,3,11,0.1019,0.775,12.5,414281.7,6.67,7,5
2026-08-28 07:29:00,9,1,5,3,0.1475,0.9714,1.83,141215.35,11.11,7,5
2026-08-28 07:19:00,18,1,4,13,0.1241,0.8352,6.09,382929.34,5.56,7,5
2026-08-28 07:09:00,9,2,1,6,0.2058,0.8108,9.05,103724.54,22.22,7,5
2026-08-28 06:59:00,5,1,1,3,0.1275,0.9073,1.9,809881.1,20.0,6,5
2026-08-28 06:49:00,18,1,4,13,0.2027,0.7828,4.55,344675.33,5.56,6,5
2026-08-28 06:39:00,13,2,3,8,0.0885,0.8385,3.78,358737.03,15.38,6,5
2026-08-28 06:29:00,7,0,1,6,0.1167,0.9005,5.34,326306.71,0.0,6,5
2026-08-28 06:19:00,13,2,5,6,0.133,0.891,12.1,467584.09,15.38,6,5
2026-08-28 06:09:00,6,2,5,0,0.1911,0.7641,5.82,608654.73,33.33,6,5
2026-08-28 05:59:00,19,1,5,13,0.093,0.8849,2.28,651215.65,5.26,5,5
2026-08-28 05:49:00,5,1,3,1,0.1813,0.9586,8.16,539951.46,20.0,5,5
2026-08-28 05:39:00,16,1,3,12,0.2017,0.7587,7.31,223015.45,6.25,5,5
2026-08-28 05:29:00,7,2,5,0,0.1708,0.8509,3.0,321218.9,28.57,5,5
2026-08-28 05:19:00,15,2,2,11,0.0931,0.9631,9.74,209835.94,13.33,5,5
2026-08-28 05:09:00,9,0,2,7,0.2161,0.92,7.94,296102.79,0.0,5,5
2026-08-28 04:59:00,9,1,4,4,0.182,0.7604,0.86,633596.07,11.11,4,5
2026-08-28 04:49:00,19,0,5,14,0.1859,0.8632,6.49,398909.14,0.0,4,5
2026-08-28 04:39:00,9,0,4,5,0.1404,0.8936,11.31,846007.53,0.0,4,5
2026-08-28 04:29:00,17,1,1,15,0.1339,0.7934,4.92,279978.41,5.88,4,5
2026-08-28 04:19:00,7,0,1,6,0.1495,0.9706,1.18,103582.41,0.0,4,5
2026-08-28 04:09:00,5,2,3,0,0.0912,0.8131,12.34,217167.69,40.0,4,5
2026-08-28 03:59:00,7,0,1,6,0.1497,0.8893,5.21,711409.89,0.0,3,5
2026-08-28 03:49:00,9,1,1,7,0.14,0.9155,10.96,345657.29,11.11,3,5
2026-08-28 03:39:00,13,1,4,8,0.1038,0.7666,9.32,280447.97,7.69,3,5
2026-08-28 03:29:00,5,0,4,1,0.0893,0.957,10.58,121142.99,0.0,3,5
2026-08-28 03:19:00,5,0,5,0,0.1995,0.8063,7.21,390995.36,0.0,3,5
2026-08-28 03:09:00,9,0,4,5,0.1484,0.8702,12.37,170103.65,0.0,3,5
2026-08-28 02:59:00,17,1,5,11,0.1469,0.9627,8.58,598171.7,5.88,2,5
2026-08-28 02:49:00,16,0,2,14,0.1386,0.838,6.9,419782.34,0.0,2,5
2026-08-28 02:39:00,9,1,4,4,0.1151,0.8376,2.55,747683.44,11.11,2,5
2026-08-28 02:29:00,8,0,4,4,0.0987,0.9165,10.72,240028.54,0.0,2,5
2026-08-28 02:19:00,7,1,3,3,0.0866,0.9329,12.35,85904.26,14.29,2,5
2026-08-28 02:09:00,10,0,4,6,0.0901,0.8921,9.65,337363.52,0.0,2,5
2026-08-28 01:59:00,5,1,2,2,0.2188,0.8118,3.02,149140.71,20.0,1,5
2026-08-28 01:49:00,10,1,3,6,0.1635,0.9401,9.61,764033.2,10.0,1,5
2026-08-28 01:39:00,17,1,2,14,0.1578,0.8214,4.66,795555.5,5.88,1,5
2026-08-28 01:29:00,13,0,4,9,0.2164,0.8501,7.09,439692.34,0.0,1,5
2026-08-28 01:19:00,6,1,2,3,0.1539,0.7662,11.7,149074.95,16.67,1,5
2026-08-28 01:09:00,6,0,1,5,0.1871,0.7733,11.33,630560.78,0.0,1,5
2026-08-28 00:59:00,6,0,1,5,0.1684,0.9318,10.49,624680.45,0.0,0,5
2026-08-28 00:49:00,18,2,3,13,0.1251,0.9173,12.0,520017.42,11.11,0,5
2026-08-28 00:39:00,14,0,3,11,0.1859,0.9894,2.68,211924.22,0.0,0,5
2026-08-28 00:29:00,15,1,3,11,0.1474,0.8872,1.37,373421.17,6.67,0,5
2026-08-28 00:19:00,13,2,4,7,0.172,0.9229,8.31,682194.52,15.38,0,5
2026-08-28 00:09:00,16,1,4,11,0.1553,0.8955,1.98,268525.23,6.25,0,5
2026-08-27 23:59:00,12,2,5,5,0.1751,0.7717,7.73,227390.39,16.67,23,4
2026-08-27 23:49:00,5,2,4,0,0.1958,0.8924,7.72,320873.15,40.0,23,4
2026-08-27 23:39:00,11,2,5,4,0.1813,0.8747,5.11,90303.79,18.18,23,4
2026-08-27 23:29:00,16,2,1,13,0.107,0.8396,11.85,454122.72,12.5,23,4
2026-08-27 23:19:00,8,2,5,1,0.1274,0.9458,5.29,668004.64,25.0,23,4
2026-08-27 23:09:00,17,0,5,12,0.0955,0.8961,12.02,371710.46,0.0,23,4
2026-08-27 22:59:00,5,0,5,0,0.2037,0.8753,7.26,219392.88,0.0,22,4
2026-08-27 22:49:00,16,2,5,9,0.1498,0.7581,8.79,810397.02,12.5,22,4
2026-08-27 22:39:00,17,1,4,12,0.0875,0.9757,11.76,475932.26,5.88,22,4
2026-08-27 22:29:00,16,0,4,12,0.1448,0.8507,2.2,127402.32,0.0,22,4
2026-08-27 22:19:00,8,2,2,4,0.1004,0.8044,7.22,222104.97,25.0,22,4
2026-08-27 22:09:00,10,2,1,7,0.1589,0.8383,8.13,779764.27,20.0,22,4
2026-08-27 21:59:00,7,1,5,1,0.2063,0.949,8.19,546117.33,14.29,21,4
2026-08-27 21:49:00,14,2,4,8,0.1767,0.754,12.01,518483.01,14.29,21,4
2026-08-27 21:39:00,16,0,1,15,0.0817,0.8723,6.73,399591.43,0.0,21,4
2026-08-27 21:29:00,12,1,2,9,0.115,0.8766,5.19,825945.51,8.33,21,4
2026-08-27 21:19:00,7,1,4,2,0.1212,0.8804,6.64,564992.37,14.29,21,4
2026-08-27 21:09:00,16,0,5,11,0.1199,0.9163,1.09,259910.78,0.0,21,4
2026-08-27 20:59:00,33,3,5,25,0.1665,0.9128,9.54,463259.6,9.09,20,4
2026-08-27 20:49:00,42,2,4,36,0.1354,0.7599,1.97,573996.74,4.76,20,4
2026-08-27 20:39:00,54,2,2,50,0.1581,0.9302,10.47,486163.92,3.7,20,4
2026-08-27 20:29:00,21,2,4,15,0.1775,0.9562,2.23,790945.76,9.52,20,4
2026-08-27 20:19:00,16,4,2,10,0.0907,0.7967,0.85,406205.36,25.0,20,4
2026-08-27 20:09:00,49,7,2,40,0.1032,0.8583,5.51,664128.83,14.29,20,4
2026-08-27 19:59:00,50,5,4,41,0.0974,0.8209,11.49,120987.59,10.0,19,4
2026-08-27 19:49:00,29,5,3,21,0.212,0.9782,5.61,583917.51,17.24,19,4
2026-08-27 19:39:00,33,5,4,24,0.0844,0.7846,7.99,236041.81,15.15,19,4
2026-08-27 19:29:00,46,6,4,36,0.1292,0.9628,10.39,444270.24,13.04,19,4
2026-08-27 19:19:00,45,3,1,41,0.1492,0.7974,10.87,708454.09,6.67,19,4
2026-08-27 19:09:00,51,3,5,43,0.2028,0.9803,3.47,795459.43,5.88,19,4
2026-08-27 18:59:00,37,7,1,29,0.1585,0.8322,4.18,243051.47,18.92,18,4
2026-08-27 18:49:00,54,4,1,49,0.1495,0.9631,8.17,466780.51,7.41,18,4
2026-08-27 18:39:00,32,3,2,27,0.1093,0.9475,3.12,623298.21,9.38,18,4
2026-08-27 18:29:00,48,4,4,40,0.1605,0.9571,4.21,755293.78,8.33,18,4
2026-08-27 18:19:00,44,4,5,35,0.173,0.9531,12.42,386130.28,9.09,18,4
2026-08-27 18:09:00,24,6,5,13,0.1842,0.8587,11.65,365540.74,25.0,18,4
2026-08-27 17:59:00,37,4,3,30,0.1116,0.9518,5.44,365267.27,10.81,17,4
2026-08-27 17:49:00,37,2,2,33,0.1488,0.9434,11.27,106091.55,5.41,17,4
2026-08-27 17:39:00,37,6,2,29,0.166,0.8573,5.46,427504.57,16.22,17,4
2026-08-27 17:29:00,27,4,3,20,0.1501,0.8633,10.37,646518.39,14.81,17,4
2026-08-27 17:19:00,28,2,4,22,0.1995,0.7868,7.62,278249.59,7.14,17,4
2026-08-27 17:09:00,46,6,4,36,0.1134,0.9111,3.78,458915.01,13.04,17,4
2026-08-27 16:59:00,52,2,2,48,0.2026,0.9869,11.04,182692.82,3.85,16,4
2026-08-27 16:49:00,47,4,5,38,0.0845,0.8444,10.99,601001.77,8.51,16,4
2026-08-27 16:39:00,36,6,1,29,0.1937,0.9203,6.28,763987.47,16.67,16,4
2026-08-27 16:29:00,27,4,2,21,0.1039,0.9043,12.17,247805.26,14.81,16,4
2026-08-27 16:19:00,24,3,5,16,0.2005,0.8043,6.69,842697.98,12.5,16,4
2026-08-27 16:09:00,31,2,1,28,0.1579,0.8729,10.25,334225.23,6.45,16,4
2026-08-27 15:59:00,31,6,3,22,0.1837,0.9383,2.4,364765.66,19.35,15,4
2026-08-27 15:49:00,35,3,5,27,0.0804,0.8217,7.29,317275.09,8.57,15,4
2026-08-27 15:39:00,25,5,3,17,0.1054,0.8771,9.07,510235.96,20.0,15,4
2026-08-27 15:29:00,54,4,1,49,0.1982,0.792,9.75,338452.09,7.41,15,4
2026-08-27 15:19:00,46,4,1,41,0.1061,0.8693,1.19,230237.87,8.7,15,4
2026-08-27 15:09:00,16,3,4,9,0.1972,0.7694,11.12,688013.76,18.75,15,4
2026-08-27 14:59:00,49,7,3,39,0.1744,0.876,8.44,785287.73,14.29,14,4
2026-08-27 14:49:00,39,6,1,32,0.1242,0.7674,11.85,406212.37,15.38,14,4
2026-08-27 14:39:00,42,2,1,39,0.2187,0.7888,10.15,759938.32,4.76,14,4
2026-08-27 14:29:00,21,7,1,13,0.1856,0.8351,8.39,461238.56,33.33,14,4
2026-08-27 14:19:00,25,2,3,20,0.0964,0.7748,8.26,331128.68,8.0,14,4
2026-08-27 14:09:00,27,2,2,23,0.1769,0.9148,7.11,797966.25,7.41,14,4
2026-08-27 13:59:00,30,4,3,23,0.0905,0.9276,12.36,727278.57,13.33,13,4
2026-08-27 13:49:00,18,7,3,8,0.1677,0.8348,8.75,666316.31,38.89,13,4
2026-08-27 13:39:00,54,4,1,49,0.0886,0.893,2.19,245812.03,7.41,13,4
2026-08-27 13:29:00,40,4,2,34,0.1823,0.7941,2.74,85971.39,10.0,13,4
2026-08-27 13:19:00,49,3,2,44,0.0856,0.7568,7.34,276027.52,6.12,13,4
2026-08-27 13:09:00,45,6,3,36,0.1408,0.9716,4.17,593316.29,13.33,13,4
2026-08-27 12:59:00,17,5,5,7,0.2173,0.9274,6.24,225994.75,29.41,12,4
2026-08-27 12:49:00,48,7,5,36,0.1831,0.8033,6.08,420239.15,14.58,12,4
2026-08-27 12:39:00,48,3,4,41,0.17,0.906,3.96,347369.01,6.25,12,4
2026-08-27 12:29:00,39,6,1,32,0.1902,0.8539,5.93,246285.01,15.38,12,4
2026-08-27 12:19:00,23,6,2,15,0.1126,0.7654,9.78,351175.55,26.09,12,4
2026-08-27 12:09:00,39,5,2,32,0.1404,0.9456,4.55,656428.97,12.82,12,4
2026-08-27 11:59:00,52,3,3,46,0.1404,0.9295,6.16,381541.82,5.77,11,4
2026-08-27 11:49:00,42,5,3,34,0.1245,0.775,5.65,149085.5,11.9,11,4
2026-08-27 11:39:00,31,7,4,20,0.2103,0.7587,8.07,416188.15,22.58,11,4
2026-08-27 11:29:00,15,5,1,9,0.1149,0.7784,3.34,269656.19,33.33,11,4
2026-08-27 11:19:00,31,2,2,27,0.0801,0.7888,1.89,489738.72,6.45,11,4
2026-08-27 11:09:00,27,5,2,20,0.1568,0.8032,1.08,803093.52,18.52,11,4
2026-08-27 10:59:00,19,4,4,11,0.1005,0.9855,8.03,538231.96,21.05,10,4
2026-08-27 10:49:00,36,2,5,29,0.0924,0.9839,3.19,548457.2,5.56,10,4
2026-08-27 10:39:00,31,5,1,25,0.2104,0.7858,12.47,353300.05,16.13,10,4
2026-08-27 10:29:00,41,4,4,33,0.2155,0.7638,11.6,504249.11,9.76,10,4
2026-08-27 10:19:00,43,5,5,33,0.1547,0.9116,6.14,173988.14,11.63,10,4
2026-08-27 10:09:00,47,2,2,43,0.1996,0.7583,9.09,849512.03,4.26,10,4
2026-08-27 09:59:00,15,5,5,5,0.1744,0.7644,7.7,597200.08,33.33,9,4
2026-08-27 09:49:00,31,2,3,26,0.1311,0.9173,7.75,216109.74,6.45,9,4
2026-08-27 09:39:00,37,7,4,26,0.1734,0.8632,4.56,118708.97,18.92,9,4
2026-08-27 09:29:00,51,7,2,42,0.0816,0.9868,3.4,701900.75,13.73,9,4
2026-08-27 09:19:00,21,7,4,10,0.1386,0.8279,10.14,816154.73,33.33,9,4
2026-08-27 09:09:00,40,3,5,32,0.1015,0.9364,2.53,780704.89,7.5,9,4
2026-08-27 08:59:00,35,6,1,28,0.102,0.7528,3.7,781216.05,17.14,8,4
2026-08-27 08:49:00,20,4,4,12,0.2158,0.7742,7.73,255720.38,20.0,8,4
2026-08-27 08:39:00,36,7,2,27,0.1197,0.8877,2.94,425306.75,19.44,8,4
2026-08-27 08:29:00,22,3,4,15,0.0979,0.9733,6.72,705622.38,13.64,8,4
2026-08-27 08:19:00,41,3,4,34,0.1803,0.96,7.98,272573.72,7.32,8,4
2026-08-27 08:09:00,44,6,1,37,0.1649,0.7659,3.62,98565.75,13.64,8,4
2026-08-27 07:59:00,13,2,5,6,0.1655,0.9398,10.42,297634.81,15.38,7,4
2026-08-27 07:49:00,18,0,3,15,0.1588,0.8635,8.46,218069.7,0.0,7,4
2026-08-27 07:39:00,19,2,4,13,0.1961,0.8926,3.66,646540.0,10.53,7,4
2026-08-27 07:29:00,6,0,1,5,0.1884,0.8916,2.1,113604.45,0.0,7,4
2026-08-27 07:19:00,16,2,2,12,0.2045,0.9329,8.97,272884.84,12.5,7,4
2026-08-27 07:09:00,18,0,4,14,0.2127,0.772,4.62,237737.81,0.0,7,4
2026-08-27 06:59:00,10,1,2,7,0.1464,0.887,4.48,163031.41,10.0,6,4
2026-08-27 06:49:00,10,2,2,6,0.2004,0.8946,5.22,681924.79,20.0,6,4
2026-08-27 06:39:00,5,1,2,2,0.1122,0.9865,9.06,544228.75,20.0,6,4
2026-08-27 06:29:00,18,0,1,17,0.1058,0.9025,5.24,789424.31,0.0,6,4
2026-08-27 06:19:00,16,2,3,11,0.1849,0.9841,6.19,564020.71,12.5,6,4
2026-08-27 06:09:00,15,1,5,9,0.1148,0.9628,1.94,568758.54,6.67,6,4
2026-08-27 05:59:00,16,0,4,12,0.1494,0.8982,2.57,222456.57,0.0,5,4
2026-08-27 05:49:00,12,1,2,9,0.1637,0.8561,3.66,756247.47,8.33,5,4
2026-08-27 05:39:00,10,0,1,9,0.1374,0.7937,9.36,408766.61,0.0,5,4
2026-08-27 05:29:00,9,1,1,7,0.215,0.9458,9.27,745273.5,11.11,5,4
2026-08-27 05:19:00,18,0,4,14,0.1655,0.8961,3.93,227561.8,0.0,5,4
2026-08-27 05:09:00,8,1,1,6,0.1723,0.9374,9.7,303020.3,12.5,5,4
2026-08-27 04:59:00,8,2,3,3,0.1566,0.9706,11.04,782846.67,25.0,4,4
2026-08-27 04:49:00,7,1,5,1,0.215,0.8617,1.36,116849.63,14.29,4,4
2026-08-27 04:39:00,10,0,4,6,0.1038,0.9788,3.09,817503.42,0.0,4,4
2026-08-27 04:29:00,15,0,4,11,0.1697,0.9122,4.68,567141.63,0.0,4,4
2026-08-27 04:19:00,7,1,1,5,0.1223,0.8112,9.12,575158.97,14.29,4,4
2026-08-27 04:09:00,5,2,3,0,0.1685,0.7883,8.68,266488.56,40.0,4,4
2026-08-27 03:59:00,9,2,4,3,0.1265,0.8295,6.11,202335.6,22.22,3,4
2026-08-27 03:49:00,15,0,1,14,0.1558,0.7809,8.86,805157.7,0.0,3,4
2026-08-27 03:39:00,11,0,2,9,0.0938,0.7603,9.24,658817.26,0.0,3,4
2026-08-27 03:29:00,13,2,5,6,0.088,0.9365,5.21,292670.11,15.38,3,4
2026-08-27 03:19:00,7,1,3,3,0.0889,0.9485,8.28,638064.36,14.29,3,4
2026-08-27 03:09:00,6,2,4,0,0.2002,0.7941,0.81,528822.79,33.33,3,4
2026-08-27 02:59:00,10,0,5,5,0.1061,0.8296,1.62,95530.56,0.0,2,4
2026-08-27 02:49:00,16,0,5,11,0.1237,0.9857,12.08,164057.03,0.0,2,4
2026-08-27 02:39:00,15,0,1,14,0.1767,0.7731,3.01,111310.93,0.0,2,4
2026-08-27 02:29:00,17,1,4,12,0.2181,0.9113,9.12,837668.03,5.88,2,4
2026-08-27 02:19:00,15,1,2,12,0.2014,0.8375,0.85,455787.34,6.67,2,4
2026-08-27 02:09:00,14,0,5,9,0.116,0.868,2.83,96154.14,0.0,2,4
2026-08-27 01:59:00,6,2,5,0,0.201,0.7844,4.17,206023.57,33.33,1,4
2026-08-27 01:49:00,14,2,1,11,0.1575,0.918,8.38,360442.84,14.29,1,4
2026-08-27 01:39:00,13,0,3,10,0.1016,0.9736,9.71,788191.28,0.0,1,4
2026-08-27 01:29:00,17,0,5,12,0.1709,0.9728,5.68,52893.0,0.0,1,4
2026-08-27 01:19:00,5,0,2,3,0.0933,0.8344,9.0,682519.05,0.0,1,4
2026-08-27 01:09:00,19,0,3,16,0.1005,0.9295,4.95,60394.68,0.0,1,4
2026-08-27 00:59:00,9,2,1,6,0.1184,0.9448,9.69,606441.62,22.22,0,4
2026-08-27 00:49:00,7,0,1,6,0.1931,0.9125,3.08,568475.14,0.0,0,4
2026-08-27 00:39:00,12,1,1,10,0.0957,0.8744,1.97,181402.71,8.33,0,4
2026-08-27 00:29:00,5,1,1,3,0.2136,0.8184,4.96,307664.49,20.0,0,4
2026-08-27 00:19:00,18,1,5,12,0.2087,0.822,2.14,494974.76,5.56,0,4
2026-08-27 00:09:00,9,1,2,6,0.1923,0.9611,6.33,827087.22,11.11,0,4
2026-08-26 23:59:00,13,1,3,9,0.1485,0.759,10.21,131148.04,7.69,23,3
2026-08-26 23:49:00,17,0,2,15,0.1591,0.7603,1.73,606893.09,0.0,23,3
2026-08-26 23:39:00,6,0,1,5,0.1274,0.8047,3.01,660729.03,0.0,23,3
2026-08-26 23:29:00,10,1,5,4,0.0996,0.9803,7.76,563328.32,10.0,23,3
2026-08-26 23:19:00,15,2,3,10,0.1948,0.866,7.04,309061.6,13.33,23,3
2026-08-26 23:09:00,19,2,1,16,0.173,0.7581,4.02,125383.89,10.53,23,3
2026-08-26 22:59:00,7,0,5,2,0.168,0.8511,1.86,396699.13,0.0,22,3
